"row_index","sku","name","brand","old_regular_price","new_regular_price","source","source_variant_sku","source_variant_title","source_product_title","source_url","match_score","match_type"
"100","PDDM","Columbia Phantom DDM Sander","Columbia Tools","","525.00","csrbuilding.com","08PDDM","Default Title","Columbia The Phantom Sander","https://csrbuilding.com/en-us/products/columbia-the-phantom-sander","98","normalized_sku_or_variant_part_token"
"134","TCS","Columbia Tool Case - Gun Case","Columbia Tools","","225.00","csrbuilding.com","08TCS","Default Title","Columbia Semi-Auto Tool Case By Flambeau","https://csrbuilding.com/en-us/products/columbia-semi-auto-tool-case","98","normalized_sku_or_variant_part_token"
"141","TL-3-8","Columbia Twist Lock Handle w PHA","Columbia Tools","","91.93","csrbuilding.com","08TL3-8","Default Title","Columbia Twist and Lock Handle 3' - 8'","https://csrbuilding.com/en-us/products/columbia-twist-and-lock-handle-3-8","98","normalized_sku_or_variant_part_token"
"351","FA216","4-40 X 3/8” Fillister Slot","Columbia Tools","","2.00","csrbuilding.com","08FA216","FA216 - 4-40 X 3/8” Fillister Slot","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"354","FA233","6-32 Nyloc Nut","Columbia Tools","","1.78","csrbuilding.com","08FA233","FA233 - 6-32 Nyloc Nut","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"355","FA238","6-32 X 3/16"" Fillister Slot","Columbia Tools","","1.40","csrbuilding.com","08FA238","FA238 - 6-32 X 3/16"" Fillister Slot","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"356","FA239","6-32 X 1/4"" Binder Slot","Columbia Tools","","0.64","csrbuilding.com","08FA239","FA239 - 6-32 X 1/4"" Binder Slot","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"357","FA241","6-32 X 3/8"" Binder Slot","Columbia Tools","","0.64","csrbuilding.com","08FA241","FA241 - 6-32 X 3/8"" Binder Slot","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"359","FA258","8-32X 1/4 Half Dog Set","Columbia Tools","","1.78","csrbuilding.com","08FA258","FA258 - 8-32 x 1/4"" Half Dog Set","Columbia Matrix Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-matrix-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"361","FA271","10-24 Nyloc Nut","Columbia Tools","","1.78","csrbuilding.com","08FA271","FA271 - 10-24 Nyloc Nut","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"362","FA272","10-24 Wing Nut","Columbia Tools","","1.78","csrbuilding.com","08FA272","FA272 - 10-24 Wing Nut","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"364","FA280","#10 Belleville Washer","Columbia Tools","","0.64","csrbuilding.com","08FA280","FA280 - #10 Belleville Washer","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"365","FFB4A","Stainless Steel Washer","Columbia Tools","","5.61","csrbuilding.com","08FFB4A","FFB4A - Stainless Steel Washer","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"366","FFB4B","Stainless Steel Backing Washer","Columbia Tools","","4.92","csrbuilding.com","08FFB4B","FFB4B - Stainless Steel Backing Washer","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"367","FFB5-7","Axle - 7""","Columbia Tools","","56.14","csrbuilding.com","08FFB5-7","FFB5-7 - Axle - 7""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"368","FFB5-8","Axle - 8""","Columbia Tools","","55.69","csrbuilding.com","08FFB5-8","FFB5-8 - Axle - 8""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"369","FFB5-10","Axle - 10""","Columbia Tools","","56.14","csrbuilding.com","08FFB5-10","FFB5-10 - Axle - 10""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"370","FFB5-12","Axle - 12""","Columbia Tools","","56.14","csrbuilding.com","08FFB5-12","FFB5-12 - Axle - 12""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"371","FFB5-14","Axle - 14""","Columbia Tools","","56.14","csrbuilding.com","08FFB5-14","FFB5-14 - Axle - 14""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"372","FFB5A","Axel Bushing","Columbia Tools","","3.37","csrbuilding.com","08FFB5A","FFB5A - Axel Bushing","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"375","FFB8","Bar Retainer Clip","Columbia Tools","","2.35","csrbuilding.com","08FFB8","FFB8 - Bar Retainer Clip","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"382","FFB11-8","Adjuster Spring - 8""","Columbia Tools","","9.33","csrbuilding.com","08FFB11-8","FFB11-8 - Adjuster Spring - 8""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"383","FFB11-10","Adjuster Spring - 10""","Columbia Tools","","9.33","csrbuilding.com","08FFB11-10","FFB11-10 - Adjuster Spring - 10""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"384","FFB11-12","Adjuster Spring - 12""","Columbia Tools","","9.13","csrbuilding.com","08FFB11-12","FFB11-12 - Adjuster Spring - 12""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"385","FFB16","Door Spring Nut","Columbia Tools","","6.33","csrbuilding.com","08FFB16","FFB16 - Door Spring Nut","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"386","FFB17","Door Spring","Columbia Tools","","5.76","csrbuilding.com","08FFB17","FFB17 - Door Spring","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"389","FFB32","Door Stop","Columbia Tools","","3.37","csrbuilding.com","08FFB32","FFB32 - Door Stop","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"391","FFB36","Box Wheel","Columbia Tools","","5.97","csrbuilding.com","08FFB36","FFB36 - Box Wheel","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"392","FFB37","Rubber for Box Wheel","Columbia Tools","","1.55","csrbuilding.com","08FFB37","FFB37 - Rubber for Box Wheel","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"393","FFB38","Nyliner Bearing","Columbia Tools","","1.74","csrbuilding.com","08FFB38","FFB38 - Nyliner Bearing","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"394","FFB39","Hex Bolt","Columbia Tools","","3.37","csrbuilding.com","08FFB39","FFB39 - Hex Bolt","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"395","HFFB1A-10","Mud Seal Strip - 10""","Columbia Tools","","12.65","csrbuilding.com","08HFFB1A-10","HFFB1A-10 - Mud Seal Strip - 10""","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"396","HFFB3","Hinge Box End Plate-Right","Columbia Tools","","45.81","csrbuilding.com","08HFFB3","HFFB3 - Hinge Box End Plate-Right","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"397","HFFB3A","Hinge Box End Plate- Left","Columbia Tools","","45.81","csrbuilding.com","08HFFB3A","HFFB3A - Hinge Box End Plate- Left","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"398","HFFB4D","Nylatron Bushing","Columbia Tools","","2.82","csrbuilding.com","08HFFB4D","HFFB4D - Nylatron Bushing","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"400","HFFB14-10","10"" Flat Box Hinged Door Gasket","Columbia Tools","","54.19","csrbuilding.com","08HFFB14-10","HFFB14-10 - 10"" Flat Box Hinged Door Gasket","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"401","HFFB14-12","12"" Flat Box Hinged Door Gasket","Columbia Tools","","54.19","csrbuilding.com","08HFFB14-12","HFFB14-12 - 12"" Flat Box Hinged Door Gasket","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"402","HFFB14-14","14"" Flat Box Hinged Door Gasket","Columbia Tools","","54.19","csrbuilding.com","08HFFB14-14","HFFB14-14 - 14"" Flat Box Hinged Door Gasket","Columbia Flat Finishing Box Repair Parts","https://csrbuilding.com/en-us/products/columbia-flat-finishing-box-repair-parts","190","normalized_sku_or_variant_part_token"
"403","CT2","Insert Bushing for CT#7A","Columbia Tools","","5.41","csrbuilding.com","08CT2","CT2 - Insert Bushing for CT#7A","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"404","CT3","Right Insert Bushing (includes CT4)","Columbia Tools","","15.44","csrbuilding.com","08CT3","CT3 - Right Insert Bushing (includes CT4)","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"406","CT4","Left Wafer Bushing","Columbia Tools","","1.69","csrbuilding.com","08CT4","CT4 - Left Wafer Bushing","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"411","CT13","Dog Base Bracket","Columbia Tools","","20.09","csrbuilding.com","08CT13","CT13 - Dog Base Bracket","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"413","CT15","Ratchet Rod for Adjustable Brake","Columbia Tools","","7.73","csrbuilding.com","08CT15","CT15 - Ratchet Rod for Adjustable Brake","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"414","CT16","Brake Dog","Columbia Tools","","19.39","csrbuilding.com","08CT16","CT16 - Brake Dog","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"419","CT29A","Left Nylatron Chain Roller (large)","Columbia Tools","","4.21","csrbuilding.com","08CT29A","CT29A - Left Nylatron Chain Roller (large)","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"420","CT31","Chain Tension & Guide Bracket","Columbia Tools","","7.58","csrbuilding.com","08CT31","CT31 - Chain Tension & Guide Bracket","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"421","CT35","Cap Reinforcing Tab","Columbia Tools","","4.21","csrbuilding.com","08CT35","CT35 - Cap Reinforcing Tab","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"422","CT36","Return Spring Tube","Columbia Tools","","42.11","csrbuilding.com","08CT36","CT36 - Return Spring Tube","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"423","CT40","Return Spring Ring","Columbia Tools","","1.69","csrbuilding.com","08CT40","CT40 - Return Spring Ring","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"424","CT42A","Diamond Blade","Columbia Tools","","2.35","csrbuilding.com","08CT42A","CT42A - Diamond Blade","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"428","CT50","Crimping Wheel Bushing","Columbia Tools","","7.73","csrbuilding.com","08CT50","CT50 - Crimping Wheel Bushing","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"430","CT54","Return Spring","Columbia Tools","","3.88","csrbuilding.com","08CT54","CT54 - Return Spring","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"431","CT55","Carriage Guide Rod","Columbia Tools","","15.51","csrbuilding.com","08CT55","CT55 - Carriage Guide Rod","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"432","CT56","Carriage Guide Rod Stop","Columbia Tools","","8.43","csrbuilding.com","08CT56","CT56 - Carriage Guide Rod Stop","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"433","CT57","Tape Advance Carriage","Columbia Tools","","105.48","csrbuilding.com","08CT57","CT57 - Tape Advance Carriage","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"434","CT58","Guide Rod Bushing","Columbia Tools","","9.83","csrbuilding.com","08CT58","CT58 - Guide Rod Bushing","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"435","CT62","Needle Holding Shaft","Columbia Tools","","20.36","csrbuilding.com","08CT62","CT62 - Needle Holding Shaft","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"436","CT63","Needle","Columbia Tools","","1.55","csrbuilding.com","08CT63","CT63 - Needle","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"437","CT64","Needle Return Shaft","Columbia Tools","","6.72","csrbuilding.com","08CT64","CT64 - Needle Return Shaft","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"438","CT65","Needle Return Spring","Columbia Tools","","4.57","csrbuilding.com","08CT65","CT65 - Needle Return Spring","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"440","CT68","Hub","Columbia Tools","","18.63","csrbuilding.com","08CT68","CT68 - Hub","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"441","CT70","Drive Shaft","Columbia Tools","","42.11","csrbuilding.com","08CT70","CT70 - Drive Shaft","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"442","CT71","Drive Sprocket - Small","Columbia Tools","","18.63","csrbuilding.com","08CT71","CT71 - Drive Sprocket - Small","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"443","CT72","Cable","Columbia Tools","","12.03","csrbuilding.com","08CT72","CT72 - Cable","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"447","CT78","Drive Chain","Columbia Tools","","84.21","csrbuilding.com","08CT78","CT78 - Drive Chain","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"450","CT81","Clutch Return Spring","Columbia Tools","","3.37","csrbuilding.com","08CT81","CT81 - Clutch Return Spring","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"452","CT83","Clutch Dog","Columbia Tools","","3.88","csrbuilding.com","08CT83","CT83 - Clutch Dog","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"453","CT85","Clutch Release Shaft","Columbia Tools","","50.53","csrbuilding.com","08CT85","CT85 - Clutch Release Shaft","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"455","CT87","Engraved Cover Plate Cap","Columbia Tools","","54.05","csrbuilding.com","08CT87","CT87 - Engraved Cover Plate Cap","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"461","CT92","Release Clip Bushing","Columbia Tools","","12.63","csrbuilding.com","08CT92","CT92 - Release Clip Bushing","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
"463","CT96","Mud Shut-Off Gasket","Columbia Tools","","4.21","csrbuilding.com","08CT96","CT96 - Mud Shut-Off Gasket","Columbia Automatic Taper Head Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-head-repair-parts","190","normalized_sku_or_variant_part_token"
